at_bat,batting_team,batter,pitching_team,pitcher,attempt,rbi,single,double,triple,quadruple,home_run,steal1,steal2,steal3,steal4,steal5,adv1,adv2,adv3,adv4,adv5,zone,strikeout,flyout,tag,peg,fielder,assist,error,error,error,notes
67,3-2023,69,5-2023,37,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
68,3-2023,120,5-2023,37,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
69,5-2023,129,3-2023,117,1,,1,,,,,,1,,,,,,1,,,,,,1,,83,,,,,
70,5-2023,126,3-2023,117,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,
71,3-2023,119,5-2023,37,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
72,3-2023,117,5-2023,37,1,,,,,,,,,,,,,,,,,,,1,,,130,,,,,
73,5-2023,160,3-2023,117,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
74,3-2023,145,5-2023,37,1,,,,,,,,,,,,,,,,,,,,,1,37,,,,,
75,5-2023,125,3-2023,117,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
76,5-2023,37,3-2023,117,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
77,3-2023,118,5-2023,37,1,,,,,,,,,,,,,,,,,,,1,,,130,,,,,
78,5-2023,125,3-2023,117,1,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,
79,5-2023,37,3-2023,117,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
80,5-2023,130,3-2023,117,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
