Visiting Team,Home Team,Day,Date,Year,Venue,City,State,Country,Start Time,Local Time,Duration,Umpire,Scorer,Abbreviated Visiting Team,Visiting Team Score,Abbreviated Home Team,Home Team Score
Newberg Quakers,California Golden Bears,Wednesday, June 28,2023,Frick Park, Fresno, CA, USA,6:07 PM, local time,2:39, Jimmy Sanborn, Chuck Jones,NBQ,9,CGB,8
