Visiting Team,Home Team,Day,Date,Year,Venue,City,State,Country,Start Time,Local Time,Duration,Umpire,Scorer,Abbreviated Visiting Team,Visiting Team Score,Abbreviated Home Team,Home Team Score
Fresno Eagles,Newberg Quakers,Friday, June 30,2023,Frick Park, Fresno, CA, USA,6:05 PM, local time,2:33,None,Chuck Jones,FRE,8,NBQ,7
