at_bat,batting_team,batter,pitching_team,pitcher,attempt,rbi,single,double,triple,quadruple,home_run,steal1,steal2,steal3,steal4,steal5,adv1,adv2,adv3,adv4,adv5,zone,strikeout,flyout,tag,peg,fielder,assist,error,error,error,notes
25,5-2023,167,4-2023,52,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
26,5-2023,130,4-2023,52,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
27,5-2023,24,4-2023,52,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
28,4-2023,109,5-2023,131,1,,1,,,,,,,,,,,1,,,,,,,1,,24,126,,,,
29,4-2023,69,5-2023,131,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
30,5-2023,163,4-2023,52,1,,1,,,,,,1,,,1,,,1,1,,,,,,,,,,,,
31,5-2023,166,4-2023,52,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
32,5-2023,127,4-2023,69,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
33,4-2023,164,5-2023,131,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
34,4-2023,52,5-2023,131,1,,,,,,,,,,,,,,,,,,,,1,,167,127,,,,
35,5-2023,125,4-2023,164,,,,,,,,1,,,1,,,1,1,,1,,,,,,,,,,,
36,5-2023,131,4-2023,164,1,,1,,,,,,1,,1,,,,1,,,,,,,,,,,,,
37,5-2023,162,4-2023,164,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
38,5-2023,160,4-2023,164,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
39,5-2023,129,4-2023,164,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
40,5-2023,24,4-2023,69,1,,,,,,,,,,,,,,,,,,,1,,,52,,,,,
41,4-2023,71,5-2023,131,1,,,1,,,,,,,,,,,,,,,,,1,,130,24,,,,
42,5-2023,163,4-2023,69,1,,1,,,,,,1,,,,,,1,1,1,,,,,,,,,,,
43,5-2023,126,4-2023,69,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,
44,5-2023,130,4-2023,69,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,
45,5-2023,127,4-2023,69,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
46,4-2023,76,5-2023,131,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
47,4-2023,18,5-2023,131,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
48,5-2023,125,4-2023,69,1,,1,,,,,,,,,,,1,,,,,,,1,,76,72,,,,
49,5-2023,131,4-2023,69,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
50,4-2023,71,5-2023,131,1,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,
51,4-2023,109,5-2023,131,1,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,
52,4-2023,69,5-2023,131,,,,,,,,1,1,,,,,,1,1,1,,,,,,,,,,,
53,4-2023,52,5-2023,24,1,3,,1,,,,,,,,,,,,,,,,,,1,24,,,,,
54,4-2023,164,5-2023,130,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
55,5-2023,129,4-2023,69,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
56,5-2023,166,4-2023,69,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
57,5-2023,167,4-2023,69,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
58,4-2023,72,5-2023,131,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
59,4-2023,76,5-2023,131,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
60,5-2023,160,4-2023,164,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
61,5-2023,162,4-2023,69,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
